session_id,username,session_status,session_started_at,session_finished_at,task_id,round_number,target_index,target_filename,target_sha256,ground_truth,model_type,user_difficulty_rating,admin_difficulty_rating,task_status,version_id,version_number,prompt,prompt_time_seconds,image_path,generation_type,version_model_type,user_manual_score,dino_score,hsv_score,structure_score,clip_score,ai_similarity_score,is_final,locked,created_at,rating_id,style_score,object_count_score,perspective_score,depth_background_score,detailed_review,rating_created_at
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,198ba082-f4d7-49e7-afc6-01e2acf158a8,1,21,tgt_0021.jpg,2e7cddff326da9ee7a1037721f0f8234a051536d436c920790b20cf863aaf398,刮画艺术风格（Scratch Art）。黑色涂层底板，用刮刀刮出彩色或金色底层。丹顶鹤在雪山中飞舞，用细刮刀刮出白色线条勾勒鹤身轮廓和羽毛纹理，黑色翅尖和尾羽保留黑色底，头顶刮出朱红色或金色圆形斑。展翅飞翔姿态，翅膀展开，长颈伸展，双腿拖后，用流畅刮痕线条表现动态。背景山峦用粗刮刀刮出轮廓线和山体纹理，刮出蓝色、紫色、银色底层表现雪山，深浅线条密度变化表现山体明暗起伏。雪花用刮刀刮出白色或银色小点、星形、圆点，大小不一散布画面。黑色底板为主，刮出的彩色线条形成对比：白色鹤身、朱红头顶、蓝紫银色山峦、白银色雪花。线条感强，刮痕粗细变化，手工质感，黑色与彩色强烈对比。装饰性构图，平面感，线条简洁有力。神秘梦幻氛围，版画感。,qwen,,,completed,c16b6d17-1273-4d12-a64e-64aecef0376e,1,一只丹顶鹤向画面左方展翅飞翔，周围有雪花点缀。背景是两座山峰，位于画面偏左，一座在画面上方，一座在画面下方，丹顶鹤位于两座山峰之间，上方的山峰右侧是一轮红日，下方的山峰右侧还有较矮的群山。图片的底色是黑色。,220,generations/gen_tgt_0021.jpg,initial,qwen,75.0,0.8719,0.4777,0.0414,,0.7513387368362819,False,False,2025-11-20T07:43:10,91997ca4-3a7e-43b7-b7d7-99e37e3f0193,6.0,7.0,5.0,6.0,红日的位置和大小略有误差，雪花的形状不一致，下方的山峰位置不一样，山峰的形状不一样,2025-11-20T08:00:14.565452
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,198ba082-f4d7-49e7-afc6-01e2acf158a8,1,21,tgt_0021.jpg,2e7cddff326da9ee7a1037721f0f8234a051536d436c920790b20cf863aaf398,刮画艺术风格（Scratch Art）。黑色涂层底板，用刮刀刮出彩色或金色底层。丹顶鹤在雪山中飞舞，用细刮刀刮出白色线条勾勒鹤身轮廓和羽毛纹理，黑色翅尖和尾羽保留黑色底，头顶刮出朱红色或金色圆形斑。展翅飞翔姿态，翅膀展开，长颈伸展，双腿拖后，用流畅刮痕线条表现动态。背景山峦用粗刮刀刮出轮廓线和山体纹理，刮出蓝色、紫色、银色底层表现雪山，深浅线条密度变化表现山体明暗起伏。雪花用刮刀刮出白色或银色小点、星形、圆点，大小不一散布画面。黑色底板为主，刮出的彩色线条形成对比：白色鹤身、朱红头顶、蓝紫银色山峦、白银色雪花。线条感强，刮痕粗细变化，手工质感，黑色与彩色强烈对比。装饰性构图，平面感，线条简洁有力。神秘梦幻氛围，版画感。,qwen,,,completed,8d2fde75-4b6c-4522-a0c3-19d8b7f50a16,2,一只丹顶鹤向画面左方展翅飞翔，周围有多种形状的雪花点缀。背景是两座有棱角的山峰，位于画面偏左，一座在画面左上方，一座在画面左下方，丹顶鹤位于两座山峰之间，上方的山峰右侧是一轮红日，下方的山峰右侧还有较矮的群山。图片背景是黑色。,83,revisions/rev_198ba082-f4d7-49e7-afc6-01e2acf158a8_2.jpg,revision,qwen,70.0,0.8145,0.492,0.06,,0.7000509996303024,False,False,2025-11-21T09:43:22,033df7b7-d125-4af5-b516-7db33995a488,6.0,7.0,5.0,6.0,红日的位置和大小略有误差，雪花的形状不一致，下方的山峰位置不一样，山峰的形状不一样,2025-11-21T09:43:25.253242
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,198ba082-f4d7-49e7-afc6-01e2acf158a8,1,21,tgt_0021.jpg,2e7cddff326da9ee7a1037721f0f8234a051536d436c920790b20cf863aaf398,刮画艺术风格（Scratch Art）。黑色涂层底板，用刮刀刮出彩色或金色底层。丹顶鹤在雪山中飞舞，用细刮刀刮出白色线条勾勒鹤身轮廓和羽毛纹理，黑色翅尖和尾羽保留黑色底，头顶刮出朱红色或金色圆形斑。展翅飞翔姿态，翅膀展开，长颈伸展，双腿拖后，用流畅刮痕线条表现动态。背景山峦用粗刮刀刮出轮廓线和山体纹理，刮出蓝色、紫色、银色底层表现雪山，深浅线条密度变化表现山体明暗起伏。雪花用刮刀刮出白色或银色小点、星形、圆点，大小不一散布画面。黑色底板为主，刮出的彩色线条形成对比：白色鹤身、朱红头顶、蓝紫银色山峦、白银色雪花。线条感强，刮痕粗细变化，手工质感，黑色与彩色强烈对比。装饰性构图，平面感，线条简洁有力。神秘梦幻氛围，版画感。,qwen,,,completed,37750b96-fd66-46c8-a9cc-6463fd5740b9,3,一只丹顶鹤向画面左方展翅飞翔，周围有点状、六角形的雪花点缀。背景是两座有棱角的山峰，位于画面偏左，一座在画面左上方，一座在画面左下方，丹顶鹤位于两座山峰之间，上方的山峰山尖右侧是一轮红日，下方的山峰右侧还有较矮的群山。图片背景是黑色。山峰的形状偏写实但纹理比较抽象，用黑白色代表亮暗面,94,revisions/rev_198ba082-f4d7-49e7-afc6-01e2acf158a8_3.jpg,revision,qwen,70.0,0.7611,0.3607,0.0886,,0.6191508571306562,False,False,2025-11-21T09:45:19,31cc14eb-7942-4010-a2e8-80d6246fc38c,6.0,7.0,5.0,6.0,红日的位置和大小略有误差，雪花的形状不一致，下方的山峰位置不一样，山峰的形状不一样,2025-11-21T09:45:22.297946
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,198ba082-f4d7-49e7-afc6-01e2acf158a8,1,21,tgt_0021.jpg,2e7cddff326da9ee7a1037721f0f8234a051536d436c920790b20cf863aaf398,刮画艺术风格（Scratch Art）。黑色涂层底板，用刮刀刮出彩色或金色底层。丹顶鹤在雪山中飞舞，用细刮刀刮出白色线条勾勒鹤身轮廓和羽毛纹理，黑色翅尖和尾羽保留黑色底，头顶刮出朱红色或金色圆形斑。展翅飞翔姿态，翅膀展开，长颈伸展，双腿拖后，用流畅刮痕线条表现动态。背景山峦用粗刮刀刮出轮廓线和山体纹理，刮出蓝色、紫色、银色底层表现雪山，深浅线条密度变化表现山体明暗起伏。雪花用刮刀刮出白色或银色小点、星形、圆点，大小不一散布画面。黑色底板为主，刮出的彩色线条形成对比：白色鹤身、朱红头顶、蓝紫银色山峦、白银色雪花。线条感强，刮痕粗细变化，手工质感，黑色与彩色强烈对比。装饰性构图，平面感，线条简洁有力。神秘梦幻氛围，版画感。,qwen,,,completed,79d09b76-eb78-4eca-b607-0711b49facee,4,一只丹顶鹤（占据画面约60面积）向画面左方展翅飞翔，周围有点状、六角形的雪花点缀。背景是两座有棱角的山峰，位于画面偏左，一座在画面左上方，一座在画面左下方，丹顶鹤位于两座山峰之间，上方的山峰山尖右侧是一轮红日，下方的山峰右侧还有较矮的群山。图片是正方形的，背景是黑色。山峰的形状偏写实但纹理比较抽象，用黑白色代表亮暗面。,57,revisions/rev_198ba082-f4d7-49e7-afc6-01e2acf158a8_4.jpg,revision,qwen,75.0,0.8455,0.3184,0.122,,0.6994898277619177,False,False,2025-11-21T09:46:36,0577f9f5-869b-4bba-a14e-b65e50e41d20,6.0,7.0,5.0,6.0,红日的位置和大小略有误差，雪花的形状不一致，下方的山峰位置不一样，山峰的形状不一样,2025-11-21T09:46:38.886899
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,198ba082-f4d7-49e7-afc6-01e2acf158a8,1,21,tgt_0021.jpg,2e7cddff326da9ee7a1037721f0f8234a051536d436c920790b20cf863aaf398,刮画艺术风格（Scratch Art）。黑色涂层底板，用刮刀刮出彩色或金色底层。丹顶鹤在雪山中飞舞，用细刮刀刮出白色线条勾勒鹤身轮廓和羽毛纹理，黑色翅尖和尾羽保留黑色底，头顶刮出朱红色或金色圆形斑。展翅飞翔姿态，翅膀展开，长颈伸展，双腿拖后，用流畅刮痕线条表现动态。背景山峦用粗刮刀刮出轮廓线和山体纹理，刮出蓝色、紫色、银色底层表现雪山，深浅线条密度变化表现山体明暗起伏。雪花用刮刀刮出白色或银色小点、星形、圆点，大小不一散布画面。黑色底板为主，刮出的彩色线条形成对比：白色鹤身、朱红头顶、蓝紫银色山峦、白银色雪花。线条感强，刮痕粗细变化，手工质感，黑色与彩色强烈对比。装饰性构图，平面感，线条简洁有力。神秘梦幻氛围，版画感。,qwen,,,completed,fb195e4d-d0d5-4d90-9216-4ba7a49b1c18,5,一只丹顶鹤（占据画面约60%面积）向画面左方展翅飞翔，周围有点状、六角形的雪花点缀。背景是两座有棱角的山峰，位于画面偏左，一座在画面左上方，一座在画面左下方，丹顶鹤位于两座山峰之间，上方的山峰山尖右侧是一轮红日，下方的山峰右侧还有较矮的群山。图片是正方形的，背景是黑色。山峰的形状偏写实，用黑白色代表亮暗面。,33,revisions/rev_198ba082-f4d7-49e7-afc6-01e2acf158a8_5.jpg,revision,qwen,75.0,0.8735,0.2999,0.105,,0.7203980761188404,False,False,2025-11-21T09:47:33,594ddaa5-c1ea-4320-a19f-df48a3ddc5f1,6.0,7.0,5.0,6.0,红日的位置和大小略有误差，雪花的形状不一致，下方的山峰位置不一样，山峰的形状不一样,2025-11-21T09:47:35.046491
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,198ba082-f4d7-49e7-afc6-01e2acf158a8,1,21,tgt_0021.jpg,2e7cddff326da9ee7a1037721f0f8234a051536d436c920790b20cf863aaf398,刮画艺术风格（Scratch Art）。黑色涂层底板，用刮刀刮出彩色或金色底层。丹顶鹤在雪山中飞舞，用细刮刀刮出白色线条勾勒鹤身轮廓和羽毛纹理，黑色翅尖和尾羽保留黑色底，头顶刮出朱红色或金色圆形斑。展翅飞翔姿态，翅膀展开，长颈伸展，双腿拖后，用流畅刮痕线条表现动态。背景山峦用粗刮刀刮出轮廓线和山体纹理，刮出蓝色、紫色、银色底层表现雪山，深浅线条密度变化表现山体明暗起伏。雪花用刮刀刮出白色或银色小点、星形、圆点，大小不一散布画面。黑色底板为主，刮出的彩色线条形成对比：白色鹤身、朱红头顶、蓝紫银色山峦、白银色雪花。线条感强，刮痕粗细变化，手工质感，黑色与彩色强烈对比。装饰性构图，平面感，线条简洁有力。神秘梦幻氛围，版画感。,qwen,,,completed,941750ec-01ef-4697-a9b0-dcab90ff0a57,6,一只丹顶鹤（占据画面约70%面积）向画面左方展翅飞翔，周围有点状的和六角形的雪花点缀。 背景是两座有棱角的山峰，位于画面偏左，一座在画面左上方，一座在画面左下方，丹顶鹤位于两座山峰之间，上方的山峰山尖右侧是一轮红日，下方的山峰右侧还有较矮的群山。山峰的形状偏写实，用黑白色代表亮暗面，上方的山峰被太阳照射的地方还有暖色。 图片是正方形的，背景是黑色。,58,revisions/rev_198ba082-f4d7-49e7-afc6-01e2acf158a8_6.jpg,revision,qwen,78.0,0.866,0.272,0.1135,,0.7074864101311032,False,False,2025-11-21T09:48:44,61001b45-06b5-4b7c-ab6c-0232724f9ca4,6.0,7.0,5.0,6.0,红日的位置和大小略有误差，雪花的形状不一致，下方的山峰位置不一样，山峰的形状不一样,2025-11-21T09:48:47.021532
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,198ba082-f4d7-49e7-afc6-01e2acf158a8,1,21,tgt_0021.jpg,2e7cddff326da9ee7a1037721f0f8234a051536d436c920790b20cf863aaf398,刮画艺术风格（Scratch Art）。黑色涂层底板，用刮刀刮出彩色或金色底层。丹顶鹤在雪山中飞舞，用细刮刀刮出白色线条勾勒鹤身轮廓和羽毛纹理，黑色翅尖和尾羽保留黑色底，头顶刮出朱红色或金色圆形斑。展翅飞翔姿态，翅膀展开，长颈伸展，双腿拖后，用流畅刮痕线条表现动态。背景山峦用粗刮刀刮出轮廓线和山体纹理，刮出蓝色、紫色、银色底层表现雪山，深浅线条密度变化表现山体明暗起伏。雪花用刮刀刮出白色或银色小点、星形、圆点，大小不一散布画面。黑色底板为主，刮出的彩色线条形成对比：白色鹤身、朱红头顶、蓝紫银色山峦、白银色雪花。线条感强，刮痕粗细变化，手工质感，黑色与彩色强烈对比。装饰性构图，平面感，线条简洁有力。神秘梦幻氛围，版画感。,qwen,,,completed,c593182e-3b8f-4642-8e50-ce0c7c5e6ea6,7,一只丹顶鹤（占据画面约70%面积）向画面左方展翅飞翔，周围有点状的和六角形的雪花点缀。 背景是两座有棱角的山峰，位于画面偏左，一座在画面左上方，一座在画面左下方，丹顶鹤位于两座山峰之间，上方的山峰山尖右侧是一轮红日，下方的山峰右侧还有较矮的群山。山峰的画风偏写实，用黑白色代表亮暗面，上方的山峰被太阳照射的地方还有暖色。 图片是正方形的，背景是黑色。,11,revisions/rev_198ba082-f4d7-49e7-afc6-01e2acf158a8_7.jpg,revision,qwen,78.0,0.8411,0.461,0.093,,0.7248177075845765,True,True,2025-11-21T09:49:42,2ca02146-b9fa-4fdf-bc87-a637ca53d628,6.0,7.0,5.0,6.0,红日的位置和大小略有误差，雪花的形状不一致，下方的山峰位置不一样，山峰的形状不一样,2025-11-21T09:49:44.748455
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,c570f061-5951-4310-bfb2-5916151d239a,2,14,tgt_0014.jpg,2e5cb29d2bd6a6e8e502261c468bcdf9e7f1feae6457ab93739076aa2ac26c55,写实风格，都市生活摄影。雨天傍晚或夜晚，下班族从公司出来正在打车。街道水平视角，人物占30-50%画面，清晰焦点。25岁职场人士，男性西装外套或商务休闲装，衬衫西裤皮鞋。外穿风衣，衣服略有雨水湿痕。撑开黑色雨伞，伞面有水珠，。另一只手手持公文包。站在路边或公司门口台阶，身体略前倾向前张望，目光注视前方寻找车辆。面部表情疲惫焦急专注，头发略湿略凌乱，眼镜有雨滴。正在下雨，雨丝从天空斜向落下，密集，在光线中清晰可见。地面湿润沥青路面深色反光，浅层积水（1-3cm），水面涟漪，建筑灯光、街灯、车灯在积水中倒影清晰，略有波动扭曲。雨滴打在伞面、衣服、头发上，水珠挂在表面。背景现代办公楼，玻璃幕墙外立面，旋转门，内部冷白灯光透出。街道湿润人行道和马路，路灯发光在雨中形成光晕，出租车正驶来，车身湿润反光，车灯亮起，挡风玻璃雨刷摆动。其他车辆虚化，灯光拖尾。傍晚天色渐暗蓝调时刻，深蓝天空，。多光源照明：建筑暖黄灯光、街灯橙黄光、车灯白光、手机屏蓝白光。灯光在雨雾中扩散形成光晕Bloom效果，雨丝在光束中闪烁。冷暖色调对比，冷色蓝灰天空和路面，暖色橙黄灯光。低饱和度灰蒙蒙，深色基调。人物服装深色系（黑深蓝灰米色）。中等景深，人物清晰，背景建筑街道虚化。高清晰度，湿润材质质感真实。都市生活疲惫焦急气氛，雨夜职场日常，现代感真实感，纪实摄影风格。,qwen,,,completed,1d8d7c2f-c1d5-43c4-a789-c42bd7febb3f,1,画面的左边是一个男人，右手提着公文包，左手拿着雨伞，面向右方。男人站在路左侧，路上有一辆亮着灯的出租车在行驶，路两边还有路灯，路的右边是一座大厦。,129,generations/gen_tgt_0014.jpg,initial,qwen,50.0,0.6609,0.1525,0.0935,,0.468509799165812,False,False,2025-11-20T07:47:02,9936a33b-fd52-4d81-be87-a0533a23c387,2.0,6.0,5.0,3.0,画风比较抽象，目标偏写实 道路的朝向有偏差 人应该撑着雨伞,2025-11-20T08:03:29.502732
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,c570f061-5951-4310-bfb2-5916151d239a,2,14,tgt_0014.jpg,2e5cb29d2bd6a6e8e502261c468bcdf9e7f1feae6457ab93739076aa2ac26c55,写实风格，都市生活摄影。雨天傍晚或夜晚，下班族从公司出来正在打车。街道水平视角，人物占30-50%画面，清晰焦点。25岁职场人士，男性西装外套或商务休闲装，衬衫西裤皮鞋。外穿风衣，衣服略有雨水湿痕。撑开黑色雨伞，伞面有水珠，。另一只手手持公文包。站在路边或公司门口台阶，身体略前倾向前张望，目光注视前方寻找车辆。面部表情疲惫焦急专注，头发略湿略凌乱，眼镜有雨滴。正在下雨，雨丝从天空斜向落下，密集，在光线中清晰可见。地面湿润沥青路面深色反光，浅层积水（1-3cm），水面涟漪，建筑灯光、街灯、车灯在积水中倒影清晰，略有波动扭曲。雨滴打在伞面、衣服、头发上，水珠挂在表面。背景现代办公楼，玻璃幕墙外立面，旋转门，内部冷白灯光透出。街道湿润人行道和马路，路灯发光在雨中形成光晕，出租车正驶来，车身湿润反光，车灯亮起，挡风玻璃雨刷摆动。其他车辆虚化，灯光拖尾。傍晚天色渐暗蓝调时刻，深蓝天空，。多光源照明：建筑暖黄灯光、街灯橙黄光、车灯白光、手机屏蓝白光。灯光在雨雾中扩散形成光晕Bloom效果，雨丝在光束中闪烁。冷暖色调对比，冷色蓝灰天空和路面，暖色橙黄灯光。低饱和度灰蒙蒙，深色基调。人物服装深色系（黑深蓝灰米色）。中等景深，人物清晰，背景建筑街道虚化。高清晰度，湿润材质质感真实。都市生活疲惫焦急气氛，雨夜职场日常，现代感真实感，纪实摄影风格。,qwen,,,completed,716be7eb-89c1-4859-8d50-735065300b06,2,画面的左边是一个男人，右手提着公文包，左手撑着雨伞，面向右方。男人站在路左侧，路上有一辆亮着灯的出租车在行驶，路两边还有路灯，路的右边是一座大厦。 发生在雨天，画风偏写实,28,revisions/rev_c570f061-5951-4310-bfb2-5916151d239a_2.jpg,revision,qwen,90.0,0.8793,0.4834,0.146,,0.7775416793996454,False,False,2025-11-20T08:04:10,ee3b4830-6e1b-4833-9b0e-8e3177f77de1,6.0,6.0,6.0,7.0,男人没有戴眼镜，大楼楼下没有旋转玻璃门,2025-11-20T08:07:20.705624
2dc4be22-e04d-4f56-bd04-d01dd1e58335,test005,active,2025-11-20T07:38:08.444282,,c570f061-5951-4310-bfb2-5916151d239a,2,14,tgt_0014.jpg,2e5cb29d2bd6a6e8e502261c468bcdf9e7f1feae6457ab93739076aa2ac26c55,写实风格，都市生活摄影。雨天傍晚或夜晚，下班族从公司出来正在打车。街道水平视角，人物占30-50%画面，清晰焦点。25岁职场人士，男性西装外套或商务休闲装，衬衫西裤皮鞋。外穿风衣，衣服略有雨水湿痕。撑开黑色雨伞，伞面有水珠，。另一只手手持公文包。站在路边或公司门口台阶，身体略前倾向前张望，目光注视前方寻找车辆。面部表情疲惫焦急专注，头发略湿略凌乱，眼镜有雨滴。正在下雨，雨丝从天空斜向落下，密集，在光线中清晰可见。地面湿润沥青路面深色反光，浅层积水（1-3cm），水面涟漪，建筑灯光、街灯、车灯在积水中倒影清晰，略有波动扭曲。雨滴打在伞面、衣服、头发上，水珠挂在表面。背景现代办公楼，玻璃幕墙外立面，旋转门，内部冷白灯光透出。街道湿润人行道和马路，路灯发光在雨中形成光晕，出租车正驶来，车身湿润反光，车灯亮起，挡风玻璃雨刷摆动。其他车辆虚化，灯光拖尾。傍晚天色渐暗蓝调时刻，深蓝天空，。多光源照明：建筑暖黄灯光、街灯橙黄光、车灯白光、手机屏蓝白光。灯光在雨雾中扩散形成光晕Bloom效果，雨丝在光束中闪烁。冷暖色调对比，冷色蓝灰天空和路面，暖色橙黄灯光。低饱和度灰蒙蒙，深色基调。人物服装深色系（黑深蓝灰米色）。中等景深，人物清晰，背景建筑街道虚化。高清晰度，湿润材质质感真实。都市生活疲惫焦急气氛，雨夜职场日常，现代感真实感，纪实摄影风格。,qwen,,,completed,058061dc-0bba-4238-9378-c0cd76cc0094,3,画面的左边是一个戴着眼镜的男人，右手提着公文包，左手撑着雨伞，面向右方。男人站在路左侧，路上有一辆亮着灯的出租车在行驶，路两边还有路灯，路的右边是一座大厦，大厦楼下有玻璃旋转门。 发生在雨天，画风偏写实,26,revisions/rev_c570f061-5951-4310-bfb2-5916151d239a_3.jpg,revision,qwen,90.0,0.921,0.5146,0.1115,,0.8214011813723673,False,False,2025-11-20T08:07:56,346affaa-10b6-45f6-8563-6a683217e39a,6.0,7.0,6.0,7.0,缺少外面的风衣，人物朝向不正确,2025-11-21T09:15:03.146784
