user_id,username,role,session_id,session_status,session_started_at,session_finished_at,task_id,round_number,target_index,target_filename,ground_truth,model_type,user_difficulty_rating,admin_difficulty_rating,task_status,task_created_at,version_id,version_number,prompt,prompt_time_seconds,prompt_length,image_path,generation_type,is_final,version_created_at,user_manual_score,dino_score,hsv_score,structure_score,ai_similarity_score,style_score,object_count_score,perspective_score,depth_background_score,average_star_score,detailed_review,session_duration_seconds,is_first_round,total_rounds_in_task,is_last_round
user_id,user_id,role,session_id,session_status,session_started_at,session_finished_at,task_id,round_number,target_index,target_filename,ground_truth,model_type,user_difficulty_rating,admin_difficulty_rating,task_status,task_created_at,version_id,version_number,prompt,prompt_time_seconds,prompt_length,image_path,generation_type,is_final,version_created_at,user_manual_score,dino_score,hsv_score,structure_score,ai_similarity_score,style_score,object_count_score,perspective_score,depth_background_score,average_star_score,detailed_review,session_duration_seconds,is_first_round,total_rounds_in_task,is_last_round
Participant030,Participant030,tester,35f585e9-3db5-4b7c-afd1-1a3910db460e,finished,2026-01-10 06:28:49.466119,2026-01-10 10:05:21.911270,316b691a-7d70-452e-a830-af6f487ff925,1,36,tgt_0036.jpg,中国传统国画风格，山水花鸟融合。俯视或半俯视角度，竹林深处有一清幽水潭。5-15竿翠竹环绕水潭，浓墨或花青色，中锋竹竿，撇叶法竹叶，疏密有致，挺拔向上。水潭居中，不规则椭圆形，清澈透明，留白或淡花青色。细线勾勒涟漪水纹，竹影倒映水中。潭中3-7条锦鲤游动，大小不一，姿态多样：游动、觅食、戏水。工笔或写意画锦鲤，色彩斑斓：朱砂红、藤黄金、浓墨黑。潭底鹅卵石、水草淡墨表现。潭边山石、苔藓点缀。斑驳光影透过竹叶，淡墨渲染空气感。清雅宁静，禅意意境。,gemini,easy,,completed,2026-01-10 06:28:49.472539,0f323f2f-bba6-45ea-8d72-af447ed3927b,1,这是一个彩色水墨画，画中是一片茂盛的竹林，竹子的倒影在池中清晰可见，竹林中间有一个清澈的水池，水池底的水草在鹅卵石间茂盛生长，水中有四条鱼一条黑色，一条金色，两条红色，他们从四个方向向池中间游动即将靠近。岸边芳草青青。这幅水墨画在右下侧，刻了两个章，并且有正楷题字,450,132,generations/gen_316b691a-7d70-452e-a830-af6f487ff925_v1.jpg,initial,False,2026-01-10 06:36:43,80,0.8967,0.2939,0.0641,73.55,7,7,3,2,4.75,生成图片颜色更加深，不如原图平淡,12992.444998025894,True,2,False
Participant030,Participant030,tester,35f585e9-3db5-4b7c-afd1-1a3910db460e,finished,2026-01-10 06:28:49.466119,2026-01-10 10:05:21.911270,316b691a-7d70-452e-a830-af6f487ff925,1,36,tgt_0036.jpg,中国传统国画风格，山水花鸟融合。俯视或半俯视角度，竹林深处有一清幽水潭。5-15竿翠竹环绕水潭，浓墨或花青色，中锋竹竿，撇叶法竹叶，疏密有致，挺拔向上。水潭居中，不规则椭圆形，清澈透明，留白或淡花青色。细线勾勒涟漪水纹，竹影倒映水中。潭中3-7条锦鲤游动，大小不一，姿态多样：游动、觅食、戏水。工笔或写意画锦鲤，色彩斑斓：朱砂红、藤黄金、浓墨黑。潭底鹅卵石、水草淡墨表现。潭边山石、苔藓点缀。斑驳光影透过竹叶，淡墨渲染空气感。清雅宁静，禅意意境。,gemini,easy,,completed,2026-01-10 06:28:49.472539,116f81d0-8e8e-4610-9aaa-2e9125099fd7,2,这是一个彩色水墨画，水墨画整体色调很淡雅，画中是一片竹林，竹子不多但显得很整齐，竹子的倒影在池中清晰可见，竹林中间有一个清澈的水池，水池底的水草在鹅卵石间茂盛生长，水中有四条鱼一条黑色，一条金色，两条红色，他们从四个方向向池中间游动即将靠近。岸边芳草青青。这幅水墨画在右下侧，刻了两个章，并且有正楷题字。,81,152,revisions/rev_316b691a-7d70-452e-a830-af6f487ff925_v2.jpg,revision,True,2026-01-10 08:38:11,80,0.9129,0.4575,0.1056,79.84,7,7,3,2,4.75,生成图片颜色更加深，不如原图平淡,12992.444998025894,False,2,True
Participant030,Participant030,tester,35f585e9-3db5-4b7c-afd1-1a3910db460e,finished,2026-01-10 06:28:49.466119,2026-01-10 10:05:21.911270,c830d942-87e0-4818-9b93-a2ed9d9cc264,2,27,tgt_0027.jpg,日式动漫风格，蛋糕店。透明玻璃柜陈列蛋糕面包：草莓蛋糕白色奶油红色草莓，巧克力蛋糕褐色光泽，水果塔彩色水果排列，马卡龙粉黄绿蓝紫圆形夹心。羊角面包金黄酥皮，菠萝包格子纹，吐司方形，红豆包圆润。动漫风格：线条清晰勾边，色彩鲜艳饱和，高光星星闪光点，简化细节Q版可爱圆润造型。背景浅木色货架，白瓷盘，价格牌，暖光照明。明快色彩，干净治愈，食物闪亮诱人。,qwen,medium,,completed,2026-01-10 06:28:49.479939,eeb63606-6298-4b48-88b3-30afcddb58c4,1,这是一个温馨的蛋糕店内的三层货柜，货柜的橱窗内有三层，每层有三个盘子，第一层是两个空盘子和一个没有露完整的甜甜圈；第二层从左到右依次是一个标价760的草莓蛋糕（能看到它的面包胚的中间一层奶油，奶油外部镶嵌的草莓，蛋糕最上层是白色奶油和7颗草莓），第二个是一个标价790的巧克力蛋糕（它的面包胚呈现棕色，最上方涂抹黑色巧克力酱，还有一撮白色奶油，奶油上还镶嵌一颗草莓），最右边的是一个标价770水果派，镶嵌了很多水果，中间是一个黄色的菠萝，四周围绕着青提、草莓、蓝莓、橙子等水果），最下层从左到右依次是标价750的羊角面包、标价700的马克龙（马卡龙一共四个颜色粉色、黄色、紫色和绿色）、最右侧是标价709的三个面包（左边是吐司、右边是两个类似馒头外形的白色面包，上面淋着黑色巧克力酱镶嵌着三四颗红豆）,771,350,generations/gen_c830d942-87e0-4818-9b93-a2ed9d9cc264_v1.jpg,initial,False,2026-01-10 06:49:54,60,0.9208,0.2061,0.0458,73.55,3,7,3,3,4.0,细节不一致，整体色调不一致,12992.444998025894,True,4,False
Participant030,Participant030,tester,35f585e9-3db5-4b7c-afd1-1a3910db460e,finished,2026-01-10 06:28:49.466119,2026-01-10 10:05:21.911270,c830d942-87e0-4818-9b93-a2ed9d9cc264,2,27,tgt_0027.jpg,日式动漫风格，蛋糕店。透明玻璃柜陈列蛋糕面包：草莓蛋糕白色奶油红色草莓，巧克力蛋糕褐色光泽，水果塔彩色水果排列，马卡龙粉黄绿蓝紫圆形夹心。羊角面包金黄酥皮，菠萝包格子纹，吐司方形，红豆包圆润。动漫风格：线条清晰勾边，色彩鲜艳饱和，高光星星闪光点，简化细节Q版可爱圆润造型。背景浅木色货架，白瓷盘，价格牌，暖光照明。明快色彩，干净治愈，食物闪亮诱人。,qwen,medium,,completed,2026-01-10 06:28:49.479939,e0f2bc3b-ae33-476e-941a-463154edbdf2,2,这个整体的画风为儿童动画风格。这是一个温馨的蛋糕店内的三层橱窗，橱窗侧放，能清洗看到玻璃，橱窗内有三层，每层有三个盘子，第一层是两个空盘子和一个没有露完整的甜甜圈；第二层从左到右依次是一个标价760的草莓蛋糕（能看到它的面包胚的中间一层奶油，奶油外部镶嵌的草莓，蛋糕最上层是白色奶油和7颗草莓），第二个是一个标价790的巧克力蛋糕（它的面包胚呈现棕色，最上方涂抹黑色巧克力酱，还有一撮白色奶油，奶油上还镶嵌一颗草莓），最右边的是一个标价770水果派，镶嵌了很多水果，中间是一个黄色的完整菠萝，四周围绕着青提、草莓、蓝莓、橙子等水果），最下层从左到右依次是标价750的羊角面包、标价700的四个马克龙马克龙（马卡龙一共四个颜色粉色、黄色、紫色和绿色）、最右侧是标价709的三个面包（左边是吐司、右边是两个类似馒头外形的白色面包，上面淋着黑色巧克力酱镶嵌着三四颗红豆）,114,382,revisions/rev_c830d942-87e0-4818-9b93-a2ed9d9cc264_v2.jpg,revision,False,2026-01-10 08:42:12,60,0.9143,0.4307,0.0522,78.45,3,7,3,3,4.0,细节不一致，整体色调不一致,12992.444998025894,False,4,False
Participant030,Participant030,tester,35f585e9-3db5-4b7c-afd1-1a3910db460e,finished,2026-01-10 06:28:49.466119,2026-01-10 10:05:21.911270,c830d942-87e0-4818-9b93-a2ed9d9cc264,2,27,tgt_0027.jpg,日式动漫风格，蛋糕店。透明玻璃柜陈列蛋糕面包：草莓蛋糕白色奶油红色草莓，巧克力蛋糕褐色光泽，水果塔彩色水果排列，马卡龙粉黄绿蓝紫圆形夹心。羊角面包金黄酥皮，菠萝包格子纹，吐司方形，红豆包圆润。动漫风格：线条清晰勾边，色彩鲜艳饱和，高光星星闪光点，简化细节Q版可爱圆润造型。背景浅木色货架，白瓷盘，价格牌，暖光照明。明快色彩，干净治愈，食物闪亮诱人。,qwen,medium,,completed,2026-01-10 06:28:49.479939,898dca9b-0703-49de-b4ed-502a7e1961d8,3,这个整体的画风为儿童动画风格。这是一个温馨的蛋糕店内的三层橱窗，橱窗呈45度放置侧放，能清晰看到玻璃，橱窗内有三层，每层有三个盘子，第一层从左到右是两个空盘子和一个没有露完整的甜甜圈；第二层从左到右依次是一个标价760的草莓蛋糕（能看到它的面包胚的中间一层奶油，奶油外部镶嵌的草莓，蛋糕最上层是白色奶油和7颗草莓），第二个是一个标价790的巧克力蛋糕（它的面包胚呈现棕色，最上方涂抹黑色巧克力酱，还有一撮白色奶油，奶油上还镶嵌一颗草莓），最右边的是一个标价770水果派，镶嵌了很多水果，中间是一个黄色的完整菠萝，四周围绕着青提、草莓、蓝莓、橙子等水果），最下层从左到右依次是标价750的羊角面包、标价700的四个马克龙四个颜色为粉色、黄色、紫色和绿色、最右侧是标价709的三个面包（左边是吐司、右边是两个类似馒头外形的白色面包，上面淋着黑色巧克力酱镶嵌着三四颗红豆）,57,383,revisions/rev_c830d942-87e0-4818-9b93-a2ed9d9cc264_v3.jpg,revision,False,2026-01-10 08:45:55,60,0.958,0.44,0.0651,83.29,3,7,3,3,4.0,细节不一致，整体色调不一致,12992.444998025894,False,4,False
Participant030,Participant030,tester,35f585e9-3db5-4b7c-afd1-1a3910db460e,finished,2026-01-10 06:28:49.466119,2026-01-10 10:05:21.911270,c830d942-87e0-4818-9b93-a2ed9d9cc264,2,27,tgt_0027.jpg,日式动漫风格，蛋糕店。透明玻璃柜陈列蛋糕面包：草莓蛋糕白色奶油红色草莓，巧克力蛋糕褐色光泽，水果塔彩色水果排列，马卡龙粉黄绿蓝紫圆形夹心。羊角面包金黄酥皮，菠萝包格子纹，吐司方形，红豆包圆润。动漫风格：线条清晰勾边，色彩鲜艳饱和，高光星星闪光点，简化细节Q版可爱圆润造型。背景浅木色货架，白瓷盘，价格牌，暖光照明。明快色彩，干净治愈，食物闪亮诱人。,qwen,medium,,completed,2026-01-10 06:28:49.479939,3e6f6fbe-d814-43cc-a544-e96ce9488a58,4,这个整体的画风为儿童动画风格。这是一个温馨的蛋糕店内的三层橱窗，橱窗呈45度放置侧放，能清晰看到玻璃，橱窗内有三层，每层有三个盘子，最上层从左到右是两个空盘子和一个没有露完整的甜甜圈，注意前两个盘子是空的没有面包；中间层从左到右依次是一个标价760的草莓蛋糕（能看到它的面包胚的中间一层奶油，奶油外部镶嵌的草莓，蛋糕最上层是白色奶油和7颗草莓），第二个是一个标价790的巧克力蛋糕（它的面包胚呈现棕色，最上方涂抹黑色巧克力酱，还有一撮白色奶油，奶油上还镶嵌一颗草莓），最右边的是一个标价770水果派，镶嵌了很多水果，中间是一个黄色的完整菠萝，四周围绕着青提、草莓、蓝莓、橙子等水果），最下层从左到右依次是标价750的羊角面包、标价700的四个马克龙四个颜色为粉色、黄色、紫色和绿色、最右侧是标价709的三个面包（左边是吐司、右边是两个类似馒头外形的白色面包，上面淋着黑色巧克力酱镶嵌着三四颗红豆）,34,398,revisions/rev_c830d942-87e0-4818-9b93-a2ed9d9cc264_v4.jpg,revision,True,2026-01-10 08:47:47,60,0.9438,0.4522,0.0583,82.04,3,7,3,3,4.0,细节不一致，整体色调不一致,12992.444998025894,False,4,True
Participant030,Participant030,tester,35f585e9-3db5-4b7c-afd1-1a3910db460e,finished,2026-01-10 06:28:49.466119,2026-01-10 10:05:21.911270,1607bacc-f4f8-493b-a14d-079eb4e080b6,3,17,tgt_0017.jpg,微缩景观风格（Tilt-shift），上海陆家嘴场景。高角度俯视（45-60度俯角），鸟瞰城市，移轴摄影景深效果。东方明珠塔为视觉中心，位于画面中心或偏中，相对高度5-15cm模型尺寸感。东方明珠结构：下球体粉红玫瑰红（直径2-3cm），中间三根立柱银灰白色格子结构，上球体太空舱较大粉红球玻璃窗小黑点，顶球体小粉红球尖顶天线细针状，塔座底部平台米白浅灰。光滑塑料树脂材质感，高光反射，玩具模型质感。玻璃幕墙蓝银金反光，塑料树脂光滑表面，窗户小黑格子。密集错落排列微缩天际线。街道深灰黑色，宽0.5-1cm，白黄车道线。20-50辆微型车（2-4mm长）：出租车青绿、私家车红蓝白黑、公交车橙绿，玩具车光滑鲜艳，沿道路整齐行驶。简化树木圆球三角锥树冠（0.5-1.5cm高），鲜绿深绿，模型树海绵塑料感，道路两侧。路灯细杆、交通灯红黄绿点、广告牌彩色小矩形。黄浦江穿过场景宽3-5cm，蓝绿青蓝色，光滑树脂玻璃反光质感，建筑天空倒影简化。微型船只2-5mm白色。地面浅灰米色平整底板，或鲜绿模型草绒毛海绵。天空强烈虚化移轴效果，白天浅蓝天蓝渐变，柔和失焦模糊。远景建筑强烈模糊融入天空。明亮清晰顶光侧顶光，均匀柔和照明，无强烈阴影。,qwen,hard,,completed,2026-01-10 06:28:49.482743,dd724ed7-b85d-4dc9-a0be-22cfb36e8e8c,1,这是一个乐高以上海市黄浦江边为原型的乐高模型由近到远，景色逐渐模糊。黄浦江倒映着路两侧的高大建筑，中间是一个行驶的游轮。江边路边是一排绿色树木，江左侧略微忙碌的道路中央最前面是东方明珠，明珠的尖端和球体中央呈现粉色，后面是一个大楼，楼外部洁净的玻璃依稀倒映着周围的景象，后方依次渐远是高度变矮的大楼外部有橘色也有白色。黄浦江右边景象略显模糊，有三个很高大的办公楼，它们通常被认为是外滩三件套，有一个俗称为外表最上端类似开瓶器）周围是矮些的写字楼，更外侧是一些医院之类的基础设施。,677,239,generations/gen_1607bacc-f4f8-493b-a14d-079eb4e080b6_v1.jpg,initial,False,2026-01-10 07:01:15,60,0.8495,0.617,0.1655,78.31,7,3,3,3,4.0,方位的描述不够精确，主要景观描述不准确,12992.444998025894,True,4,False
Participant030,Participant030,tester,35f585e9-3db5-4b7c-afd1-1a3910db460e,finished,2026-01-10 06:28:49.466119,2026-01-10 10:05:21.911270,1607bacc-f4f8-493b-a14d-079eb4e080b6,3,17,tgt_0017.jpg,微缩景观风格（Tilt-shift），上海陆家嘴场景。高角度俯视（45-60度俯角），鸟瞰城市，移轴摄影景深效果。东方明珠塔为视觉中心，位于画面中心或偏中，相对高度5-15cm模型尺寸感。东方明珠结构：下球体粉红玫瑰红（直径2-3cm），中间三根立柱银灰白色格子结构，上球体太空舱较大粉红球玻璃窗小黑点，顶球体小粉红球尖顶天线细针状，塔座底部平台米白浅灰。光滑塑料树脂材质感，高光反射，玩具模型质感。玻璃幕墙蓝银金反光，塑料树脂光滑表面，窗户小黑格子。密集错落排列微缩天际线。街道深灰黑色，宽0.5-1cm，白黄车道线。20-50辆微型车（2-4mm长）：出租车青绿、私家车红蓝白黑、公交车橙绿，玩具车光滑鲜艳，沿道路整齐行驶。简化树木圆球三角锥树冠（0.5-1.5cm高），鲜绿深绿，模型树海绵塑料感，道路两侧。路灯细杆、交通灯红黄绿点、广告牌彩色小矩形。黄浦江穿过场景宽3-5cm，蓝绿青蓝色，光滑树脂玻璃反光质感，建筑天空倒影简化。微型船只2-5mm白色。地面浅灰米色平整底板，或鲜绿模型草绒毛海绵。天空强烈虚化移轴效果，白天浅蓝天蓝渐变，柔和失焦模糊。远景建筑强烈模糊融入天空。明亮清晰顶光侧顶光，均匀柔和照明，无强烈阴影。,qwen,hard,,completed,2026-01-10 06:28:49.482743,7fb96a25-2cf9-486b-b396-0a019125626e,2,这是一个以上海市黄浦江边左右两岸的情景为原型的乐高模型由近到远，景色逐渐模糊。黄浦江倒映着路两侧的高大建筑，中间是一个行驶的游轮，邮轮距离较远显得模糊。江边路边是一排绿色树木，黄浦江江左岸，略微忙碌的道路U形道路中央是东方明珠，明珠的尖端和球体中央呈现粉色，后面是一个大楼，楼外部洁净的玻璃依稀倒映着周围的景象，后方依次渐远是高度变矮的大楼外部有橘色也有白色。黄浦江右岸景象略显模糊，有三个很高大的办公楼，它们通常被认为是外滩三件套，周围是矮些的写字楼，更外侧是一些医院之类的基础设施。,54,243,revisions/rev_1607bacc-f4f8-493b-a14d-079eb4e080b6_v2.jpg,revision,False,2026-01-10 08:52:34,60,0.8839,0.5986,0.1753,81.5,7,3,3,3,4.0,方位的描述不够精确，主要景观描述不准确,12992.444998025894,False,4,False
Participant030,Participant030,tester,35f585e9-3db5-4b7c-afd1-1a3910db460e,finished,2026-01-10 06:28:49.466119,2026-01-10 10:05:21.911270,1607bacc-f4f8-493b-a14d-079eb4e080b6,3,17,tgt_0017.jpg,微缩景观风格（Tilt-shift），上海陆家嘴场景。高角度俯视（45-60度俯角），鸟瞰城市，移轴摄影景深效果。东方明珠塔为视觉中心，位于画面中心或偏中，相对高度5-15cm模型尺寸感。东方明珠结构：下球体粉红玫瑰红（直径2-3cm），中间三根立柱银灰白色格子结构，上球体太空舱较大粉红球玻璃窗小黑点，顶球体小粉红球尖顶天线细针状，塔座底部平台米白浅灰。光滑塑料树脂材质感，高光反射，玩具模型质感。玻璃幕墙蓝银金反光，塑料树脂光滑表面，窗户小黑格子。密集错落排列微缩天际线。街道深灰黑色，宽0.5-1cm，白黄车道线。20-50辆微型车（2-4mm长）：出租车青绿、私家车红蓝白黑、公交车橙绿，玩具车光滑鲜艳，沿道路整齐行驶。简化树木圆球三角锥树冠（0.5-1.5cm高），鲜绿深绿，模型树海绵塑料感，道路两侧。路灯细杆、交通灯红黄绿点、广告牌彩色小矩形。黄浦江穿过场景宽3-5cm，蓝绿青蓝色，光滑树脂玻璃反光质感，建筑天空倒影简化。微型船只2-5mm白色。地面浅灰米色平整底板，或鲜绿模型草绒毛海绵。天空强烈虚化移轴效果，白天浅蓝天蓝渐变，柔和失焦模糊。远景建筑强烈模糊融入天空。明亮清晰顶光侧顶光，均匀柔和照明，无强烈阴影。,qwen,hard,,completed,2026-01-10 06:28:49.482743,bdeae9f0-a541-4b81-ab48-928db24d9498,3,这是一个以上海市黄浦江边左右两岸的情景为原型的乐高模型由近到远，景色逐渐模糊，建筑只出现在江边的左右两岸。黄浦江倒映着路两侧的高大建筑，中间是一个行驶的游轮，邮轮距离较远显得模糊。江边路边是一排绿色树木，黄浦江江左岸是景观的主体部分，位于画面最前端，略微忙碌的道路U形道路中央是东方明珠，明珠的尖端和球体中央呈现粉色，后面是一个大楼，楼外部洁净的玻璃依稀倒映着周围的景象，后方依次渐远是高度变矮的大楼外部有橘色也有白色。黄浦江右岸景象略显模糊，有两个很高大的办公楼，它们通常被认为是外滩三件套（东方明珠因为位于左岸，所以不包括），周围是矮些的写字楼，更外侧是一些医院之类的基础设施。,100,291,revisions/rev_1607bacc-f4f8-493b-a14d-079eb4e080b6_v3.jpg,revision,False,2026-01-10 08:55:11,60,0.8573,0.5518,0.1714,77.62,7,3,3,3,4.0,方位的描述不够精确，主要景观描述不准确,12992.444998025894,False,4,False
